procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1863132 110344 5253904    0    0    30   878    7   57  6  2 92  0  0
 2  0      0 1864016 110344 5253720    0    0  1084     0  919 1090  1  1 97  1  0
 1  0      0 1845624 110348 5264268    0    0    28  1156 1853 1988 20  9 70  1  0
 1  0      0 1824464 110348 5274568    0    0  1012     0 1263 1285 20  7 72  0  0
 1  0      0 1803048 110348 5285260    0    0     0     4 1091 1116 20  7 73  0  0
 1  0      0 1783140 110348 5295036    0    0     0     4 1243 1210 22  6 72  0  0
 2  0      0 1762228 110348 5305172    0    0     0    20 1087 1093 22  6 72  0  0
 2  0      0 1739300 110348 5316048    0    0     0   152 1219 1282 21  8 71  0  0
 1  0      0 1800376 110348 5297184    0    0     0 31616 2184 1664 34 10 54  2  0
 1  0      0 1776692 110348 5308716    0    0     0     0  978  998 19  8 73  0  0
 1  0      0 1753256 110348 5320180    0    0     0    72 1106 1087 20  8 72  0  0
 1  0      0 1730828 110348 5331168    0    0     0   536 1351 1122 21  7 72  0  0
 1  0      0 1707656 110348 5342320    0    0     0     4 1090 1119 21  7 72  0  0
 1  1      0 1658012 110348 5384308    0    0     0 16800 1248 1076 33  8 59  1  0
 1  0      0 1709436 110348 5332920    0    0     0 14612 1427 1295 21  7 71  1  0
 1  0      0 1700904 110348 5343592    0    0     0     4 1078 1067 20  8 72  0  0
 2  0      0 1691364 110348 5354476    0    0   180     0 1189 1149 22  6 72  0  0
 1  0      0 1681036 110348 5364776    0    0   396    20 1078 1060 22  7 72  0  0
 2  0      0 1672872 110348 5374696    0    0    36     4 1153 1154 20  8 71  0  0
 1  0      0 1686124 110352 5355444    0    0  1132 31596 1834 1322 31 11 56  2  0
 1  0      0 1674096 110352 5366864    0    0     0     0 1053 1092 21  7 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1663260 110352 5378256    0    0     0     8 1255 1136 20  8 72  0  0
 1  0      0 1651920 110352 5389456    0    0   120    24 1101 1098 23  5 72  0  0
 1  0      0 1640580 110352 5400940    0    0     0     0 1029 1015 21  6 73  0  0
 2  0      0 1624956 110352 5422088    0    0   228   172 1373 1207 26  7 66  0  0
 3  0      0 1620436 110352 5431116    0    0     0 31048 1783 1325 51 13 35  1  0
 2  0      0 1536020 110352 5512448    0    0     0 52984 1935 1336 60 14 23  3  0
 1  0      0 1638148 110352 5404316    0    0     0 61204 1877 1421 22  9 66  3  0
 1  0      0 1627324 110352 5414980    0    0   508    24 1056 1054 22  6 72  0  0
 2  0      0 1616740 110352 5425376    0    0   596   216 1169 1104 21  8 71  0  0
 3  0      0 1577960 110352 5466644    0    0   547     0 1609 1589 33 10 58  0  0
 1  0      0 1632460 110352 5416996    0    0  1119 31184 1861 1704 21  8 69  2  0
 1  0      0 1621624 110352 5428040    0    0     0     8 1260 1153 21  8 71  0  0
 1  0      0 1610284 110352 5439096    0    0   228    16 1131 1107 21  7 72  0  0
 1  0      0 1598944 110352 5450472    0    0     0     0 1051 1040 22  6 72  0  0
 2  0      0 1584328 110352 5464036    0    0     0   108 1167 1124 21  8 71  0  0
 1  0      0 1585424 110352 5442356    0    0  1671 31344 3836 4521 42 14 42  1  0
 1  0      0 1576360 110352 5453540    0    0     0     4 1484 1509 22  7 71  0  0
 1  0      0 1566832 110352 5464364    0    0     0     4 1291 1219 20  9 71  0  0
 1  0      0 1555996 110352 5474920    0    0     0   144 1142 1136 22  6 72  0  0
 1  0      0 1545172 110352 5485464    0    0     0     0 1211 1228 22  7 72  0  0
 2  0      0 1518504 110352 5515400    0    0     0   996 1651 1350 30  8 62  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1562656 110352 5477432    0    0     0 31008 1608 1457 26  9 64  2  0
 1  0      0 1552860 110352 5488956    0    0   492     4 1267 1174 21  8 71  0  0
 1  0      0 1541304 110352 5499564    0    0    36   100 1188 1143 21  6 72  0  0
 1  0      0 1529964 110352 5510576    0    0     0   300 1197 1111 21  7 72  0  0
 1  0      0 1519664 110352 5521132    0    0     0     0 1259 1185 21  8 72  0  0
 5  0      0 1526236 110356 5511468    0    0   288 31308 1693 1430 38 13 47  2  0
 4  1      0 1405784 110356 5634644    0    0     0 24584 1705 1180 83 15  1  1  0
 2  0      0 1321180 110356 5737504    0    0     0 137148 3558 1975 70 19  2  9  0
 2  0      0 1542284 110356 5515052    0    0     0 62928 2062 1525 23  9 66  3  0
 1  0      0 1531208 110356 5525744    0    0     0     0 1059 1079 20  7 73  0  0
 1  0      0 1519868 110356 5536764    0    0     0     0 1249 1202 21  7 72  0  0
 2  0      0 1478316 110360 5580316    0    0     0 31084 1499 1149 32 11 56  2  0
 1  0      0 1517460 110364 5530404    0    0     0    44 1125 1144 20  8 72  0  0
 1  0      0 1505644 110364 5541908    0    0     0    24 1250 1160 22  6 71  0  0
 1  0      0 1493580 110364 5553308    0    0   740    24 1254 1234 21  7 72  0  0
 1  0      0 1482272 110364 5564720    0    0     0     0 1044 1046 21  7 72  0  0
 2  0      0 1455828 110368 5599280    0    0     0   168 1142 1113 30  7 62  0  0
 1  0      0 1502216 110368 5557864    0    0     0 30988 1579 1250 24  8 66  2  0
 1  0      0 1490652 110368 5569184    0    0     0     0 1227 1167 21  7 72  0  0
 2  0      0 1479312 110368 5580660    0    0     0    16  990 1007 20  7 73  0  0
 1  0      0 1467972 110368 5591752    0    0     0     4 1037 1055 20  7 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1454388 110368 5604800    0    0     0     0 1192 1116 21  8 71  0  0
 1  0      0 1470060 110368 5584456    0    0     0 31140 1456 1161 28 11 60  2  0
 1  0      0 1458468 110368 5595956    0    0     0     4 1055 1056 21  6 73  0  0
 1  0      0 1446876 110368 5607828    0    0     0    60 1243 1163 22  7 71  0  0
 1  0      0 1435284 110368 5618968    0    0     0     0  988 1029 21  7 72  0  0
 2  0      0 1422948 110368 5630784    0    0     0     0 1095 1061 22  6 72  0  0
 7  0      0 1438828 110368 5613384    0    0     0 31168 1852 1257 36 12 50  1  0
 6  0      0 1306044 110368 5756892    0    0   848 15172 1957 1376 82 18  0  0  0
 8  0      0 1171756 110368 5886244    0    0     0    56 1470 1071 82 17  1  0  0
 1  1      0 1431348 110372 5612528    0    0     0 314880 4785 3195 53 17  8 21  0
 1  0      0 1421732 110372 5622596    0    0     0   652 1320 1138 20  7 72  0  0
 1  0      0 1419868 110372 5633496    0    0     0     0 1207 1171 22  6 72  0  0
 1  0      0 1409316 110372 5643524    0    0     0   428 1168 1100 21  7 72  0  0
 2  0      0 1391548 110372 5652900    0    0     0 31208 1640 1296 33 11 54  2  0
 1  0      0 1416196 110372 5634652    0    0     0    16 1208 1117 20  8 71  0  0
 1  0      0 1404616 110372 5645936    0    0     0     0 1115 1087 21  7 72  0  0
 1  0      0 1393024 110372 5657176    0    0     0     0 1058 1064 22  6 72  0  0
 1  0      0 1383704 110372 5667888    0    0     0   168 1295 1221 20  8 72  0  0
 2  0      0 1370132 110372 5680264    0    0     0   224 1098 1080 22  7 71  0  0
 1  0      0 1385812 110372 5658692    0    0     0 31036 1638 1372 35  9 54  2  0
 1  0      0 1377524 110372 5670184    0    0     0    24 1159 1121 22  6 72  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1365176 110372 5682312    0    0     0     0 1028 1040 21  6 73  0  0
 1  0      0 1354340 110372 5692920    0    0     0    28 1046 1023 20  8 72  0  0
 1  0      0 1343756 110372 5703256    0    0     0   288 1271 1171 22  6 72  0  0
 2  0      0 1310744 110372 5737884    0    0     0   300 1140 1066 31  8 61  0  0
 1  0      0 1357852 110372 5695340    0    0     0 31012 1823 1535 25  8 65  1  0
 1  0      0 1346856 110372 5706340    0    0     0     0 1093 1069 21  6 72  0  0
 1  0      0 1337064 110372 5717012    0    0     0   116 1173 1112 22  6 72  0  0
 1  0      0 1322780 110372 5727880    0    0  1666     0 2006 2042 22  9 70  0  0
 1  0      0 1310812 110372 5738932    0    0     0    20 1162 1133 22  6 72  0  0
 4  0      0 1306960 110372 5750500    0    0     0 34608 1830 1376 52 13 34  2  0
 6  0      0 1183260 110372 5870196    0    0     0    56 1699 1155 82 18  0  0  0
 1  0      0 1316600 110372 5736008    0    0     0 196036 3331 2097 53 16 18 13  0
 1  0      0 1303048 110372 5746940    0    0  1667   404 1907 2047 22  8 70  0  0
 1  0      0 1292968 110372 5757180    0    0   232    28 1327 1299 22  6 71  0  0
 2  0      0 1278100 110372 5773612    0    0   320     0 1182 1079 25  6 69  0  0
 1  0      0 1304252 110372 5749372    0    0     0 31236 1413 1343 31  9 57  2  0
 1  0      0 1292660 110372 5760428    0    0   764    84 1328 1223 22  7 71  0  0
 1  0      0 1281824 110372 5771076    0    0     0     8 1131 1085 20  7 72  0  0
 1  0      0 1271244 110372 5781048    0    0     0     4 1136 1123 21  6 72  0  0
 1  0      0 1259400 110372 5791056    0    0    32     0 1256 1173 21  8 71  0  0
 2  0      0 1242520 110372 5815096    0    0   160   908 1228 1128 26  9 65  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1280088 110372 5782224    0    0   504 31152 1322 1291 27  9 63  2  0
 1  0      0 1268748 110372 5793512    0    0     0     4 1191 1152 22  7 72  0  0
 1  0      0 1257688 110372 5803812    0    0     0    60 1112 1120 19  9 72  0  0
 1  0      0 1248160 110372 5814716    0    0    32     0 1213 1161 22  7 71  0  0
 1  0      0 1238624 110372 5824216    0    0     0     0 1052 1053 22  6 72  0  0
 2  0      0 1197800 110372 5864308    0    0   800   216 1239 1129 32  9 58  0  0
 1  0      0 1240432 110372 5816304    0    0     0 31152 1645 1368 22  8 69  1  0
 1  0      0 1228844 110372 5827300    0    0     0     8 1065 1064 20  8 72  0  0
 1  0      0 1217504 110372 5838344    0    0     0     0 1070 1081 21  6 72  0  0
 1  0      0 1207172 110372 5848496    0    0    88     0 1207 1172 21  7 72  0  0
 1  0      0 1196840 110372 5858324    0    0    24     0 1029 1043 20  7 72  0  0
 7  0      0 1217988 110372 5851872    0    0     0 31416 1762 1337 43 11 44  2  0
 6  0      0 1100884 110372 5973560    0    0     0     0 1602 1211 82 17  1  0  0
 5  1      0 974896 110372 6093868    0    0     0 63968 1767 1379 79 18  1  2  0
 1  0      0 1212776 110380 5851624    0    0     0 251468 5178 2651 52 19 20  9  0
