procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1505132 111168 5632680    0    0    30   783    1   53  5  1 93  0  0
 2  0      0 1505284 111168 5632620    0    0     0     0 1018 1183  1  1 97  0  0
 1  0      0 1485180 111172 5643892    0    0    16  1248 1635 1890 20  9 71  0  0
 1  0      0 1461996 111172 5654848    0    0     0   744 1495 1563 22  7 71  1  0
 1  0      0 1440588 111172 5666052    0    0     0    32 1238 1215 21  7 72  0  0
 1  0      0 1419168 111172 5676420    0    0     0   116 1225 1240 21  7 72  0  0
 2  0      0 1399008 111172 5685980    0    0     0     0 1103 1122 21  6 73  0  0
 2  0      0 1368012 111172 5703752    0    0     0   284 1363 1330 24  8 68  0  0
 1  0      0 1441364 111172 5677340    0    0     0 31260 2093 1640 31 10 56  2  0
 2  0      0 1417460 111172 5689052    0    0     0     0 1115 1147 20  8 73  0  0
 1  0      0 1396580 111172 5699396    0    0     0   120 1262 1188 21  8 71  0  0
 1  0      0 1377456 111172 5708780    0    0     0    60 1080 1115 22  6 72  0  0
 1  0      0 1357992 111172 5718444    0    0     0     0 1146 1128 21  7 72  0  0
 2  0      0 1338488 111172 5735700    0    0     0   256 1361 1262 26  7 67  0  0
 1  0      0 1360428 111172 5706912    0    0     0 31052 1722 1489 31 10 56  3  0
 1  0      0 1348620 111172 5718272    0    0     0   348 1272 1204 21  7 72  0  0
 4  0      0 1340896 111172 5729236    0    0     0    20 1257 1168 21  7 72  0  0
 2  0      0 1330312 111172 5739736    0    0     0     0 1142 1158 20  8 72  0  0
 2  0      0 1319992 111172 5750056    0    0     0     8 1224 1187 21  6 73  0  0
 3  0      0 1296588 111172 5776644    0    0     0   552 1419 1241 29  7 64  0  0
 2  0      0 1327100 111172 5739156    0    0     0 31372 1653 1374 27 10 62  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1316800 111172 5749036    0    0     0    24 1145 1148 21  6 72  0  0
 1  0      0 1306228 111172 5759212    0    0     0     0 1279 1169 22  7 71  0  0
 1  0      0 1297156 111172 5768100    0    0     0     0 1086 1089 22  7 72  0  0
 2  0      0 1287328 111172 5778152    0    0     0     8 1168 1122 20  8 72  0  0
 3  0      0 1277500 111172 5788912    0    0     0   208 1312 1231 22  8 71  0  0
 4  0      0 1283816 111172 5785768    0    0     0 31396 1802 1281 45 12 40  2  0
 5  0      0 1206960 111172 5861700    0    0     0    20 1401 1069 61 17 22  0  0
 2  0      0 1291168 111172 5776204    0    0     0 114208 2570 1587 39 12 41  7  0
 2  0      0 1281624 111172 5785180    0    0     0   312 1139 1134 21  7 72  0  0
 2  0      0 1272300 111172 5794400    0    0     0     0 1009 1023 22  6 72  0  0
 2  0      0 1262724 111172 5804204    0    0     0    96 1148 1127 21  7 71  0  0
 3  0      0 1225440 111172 5838248    0    0  1666    20 1906 2009 34  9 58  0  0
 2  0      0 1274604 111172 5794664    0    0     0 31252 1576 1424 24  9 66  1  0
 2  0      0 1263796 111172 5805020    0    0     0   104 1206 1137 22  6 72  0  0
 2  0      0 1253464 111172 5815384    0    0     0     4 1131 1120 22  6 72  0  0
 2  0      0 1242136 111172 5825880    0    0  1667   344 1937 2087 22  7 71  0  0
 2  0      0 1230796 111172 5837428    0    0     0     0 1326 1246 21  8 72  0  0
 2  0      0 1241400 111172 5818132    0    0     0 31300 1700 1371 32 10 55  2  0
 2  0      0 1228552 111172 5830228    0    0     0   304 1143 1131 20  7 73  0  0
 2  0      0 1217716 111172 5840704    0    0     0    60 1166 1111 21  8 71  0  0
 2  0      0 1208644 111172 5849800    0    0     0    84 1135 1083 22  6 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 1199332 111172 5858812    0    0     0   308 1101 1072 22  7 71  0  0
 2  0      0 1189756 111172 5868196    0    0     0   300 1254 1199 22  7 71  0  0
 3  1      0 1153468 111172 5909216    0    0     0 24580 1348 1120 36 10 54  1  0
 2  0      0 1209432 111172 5858220    0    0     0  6468 1391 1251 22  7 70  1  0
 2  0      0 1199128 111172 5868376    0    0     0     0 1172 1102 21  7 72  0  0
 2  0      0 1189048 111176 5878256    0    0     0   516 1100 1125 21  6 72  0  0
 2  0      0 1179472 111176 5887636    0    0     0   116 1072 1072 21  7 72  0  0
 2  0      0 1170248 111176 5897560    0    0     0   260 1196 1134 21  7 72  0  0
 3  0      0 1143468 111176 5932484    0    0     0     4 1200 1068 34  7 59  0  0
 6  0      0 1117088 111176 5959984    0    0     0 31160 1862 1222 71 15 12  2  0
 5  0      0 1022380 111176 6050880    0    0     0 36508 2236 1293 76 17  7  0  0
 3  0      0 944512 111176 6123480    0    0     0 187444 4047 1936 62 17 16  5  0
 4  0      0 1172928 111176 5895204    0    0     0   672 1214 1168 22  8 70  0  0
 2  0      0 1163100 111176 5904300    0    0     0     0 1083 1113 22  6 72  0  0
 2  0      0 1153552 111176 5913716    0    0     0     0 1204 1135 22  7 71  0  0
 3  0      0 1123564 111176 5946708    0    0     0    92 1178 1085 32  7 61  0  0
 2  0      0 1170360 111176 5902872    0    0     0 31416 1761 1411 24  8 63  4  0
