procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1503620 110596 5619456    0    0    30   847    5   56  5  2 93  0  0
 2  0      0 1502876 110596 5619216    0    0  1666     0 1734 2053  2  2 96  0  0
 1  0      0 1485248 110600 5629328    0    0     4  1228 1743 2003 21  9 70  0  0
 1  0      0 1463608 110600 5639320    0    0     0   116 1288 1321 20  9 70  0  0
 1  0      0 1442692 110600 5649476    0    0     0     0 1047 1124 23  5 72  0  0
 1  0      0 1423040 110600 5658988    0    0     0   388 1058 1079 21  7 72  0  0
 4  0      0 1407712 110600 5668124    0    0  1667     0 2014 2217 24  7 70  0  0
 1  0      0 1388084 110604 5677528    0    0     0   216 1187 1182 21  8 71  0  0
 2  0      0 1342724 110604 5713512    0    0     0    84 1319 1307 34  9 58  0  0
 1  0      0 1437532 110604 5666064    0    0     0 31104 1730 1311 24  8 66  2  0
 1  0      0 1416644 110604 5675732    0    0     0     0 1069 1090 21  7 72  0  0
 1  0      0 1398248 110604 5684572    0    0     0   608 1186 1186 21  6 71  1  0
 1  0      0 1380164 110604 5693884    0    0     0    44 1153 1175 22  7 71  0  0
 1  0      0 1361268 110604 5702892    0    0     0    84 1045 1061 20  7 72  0  0
 1  0      0 1346112 110604 5711736    0    0     0     0 1243 1194 21  7 71  0  0
 1  0      0 1364852 110604 5690996    0    0     0 31156 1473 1323 35  9 54  3  0
 1  0      0 1354556 110604 5701364    0    0     0   288 1122 1143 21  7 72  0  0
 1  0      0 1344548 110604 5711636    0    0     0     0 1146 1128 22  7 72  0  0
 1  0      0 1334644 110604 5721436    0    0     0     0 1052 1109 20  7 72  0  0
 1  0      0 1325428 110604 5730952    0    0     0    88 1056 1062 21  7 72  0  0
 1  0      0 1317704 110604 5740036    0    0     0   308 1172 1146 21  7 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1286004 110604 5772552    0    0     0   252 1260 1099 35  8 58  0  0
 2  0      0 1324632 110604 5727716    0    0     0 31144 1594 1442 24  8 65  2  0
 1  0      0 1314364 110604 5737532    0    0     0     0 1206 1110 22  7 71  0  0
 1  0      0 1305068 110604 5746712    0    0     0    92 1074 1104 22  6 72  0  0
 2  0      0 1294768 110604 5756020    0    0     0     0 1028 1045 22  5 72  0  0
 1  0      0 1285728 110604 5764644    0    0     0    52 1181 1142 21  7 71  0  0
 1  0      0 1275912 110604 5773944    0    0     0   264 1043 1054 21  7 72  0  0
 3  0      0 1298360 110604 5756280    0    0     0 31072 2188 1397 40 11 49  0  0
 3  0      0 1230604 110604 5825784    0    0     0   508 1460  990 63 14 23  0  0
 1  1      0 1168612 110604 5883652    0    0     0 102136 2237 1415 54 13 27  6  0
 2  0      0 1262152 110860 5772288    0    0  4004 12300 2588 2083 31 12 51  6  0
 1  0      0 1266756 110860 5782020    0    0   468     4 1236 1171 24  7 68  0  0
 1  0      0 1255684 110860 5792028    0    0     0    28 1251 1272 22  6 71  0  0
 2  0      0 1238044 110860 5809008    0    0     0    88 1309 1203 25  7 68  0  0
 1  0      0 1274856 110860 5782332    0    0     0 31508 1636 1294 30  9 59  1  0
 1  0      0 1265824 110860 5793256    0    0     0    12 1453 1420 23  6 71  0  0
 1  0      0 1254736 110860 5804040    0    0     0     0 1090 1084 22  5 72  0  0
 1  0      0 1244404 110860 5814500    0    0     0    12 1153 1166 22  5 72  0  0
 1  0      0 1235268 110860 5823580    0    0     0   108 1237 1190 21  7 71  0  0
 2  0      0 1214956 110860 5847596    0    0     0   260 1168 1109 27  8 65  0  0
 1  0      0 1240180 110860 5813896    0    0     0 31036 1635 1343 27  9 62  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1228112 110860 5825404    0    0     0   440 1285 1233 22  6 72  0  0
 1  0      0 1216532 110860 5836468    0    0     0     0 1050 1105 22  6 72  0  0
 1  0      0 1206204 110860 5846516    0    0     0     4 1071 1087 21  7 72  0  0
 1  0      0 1196124 110860 5855904    0    0     0   112 1180 1118 23  6 71  0  0
 2  0      0 1171680 110860 5884288    0    0     0   296 1150 1078 29  8 63  0  0
 1  0      0 1215988 110860 5844456    0    0     0 31056 1682 1255 28  7 63  2  0
 1  0      0 1205724 110860 5854644    0    0     0     0 1111 1085 21  7 72  0  0
 1  0      0 1196320 110860 5863756    0    0     0     0 1036 1026 21  6 72  0  0
 1  0      0 1188340 110860 5871996    0    0     0    92 1196 1152 22  7 71  0  0
 1  0      0 1179864 110860 5880656    0    0     0    16 1041 1026 21  7 72  0  0
 1  0      0 1170756 110860 5889988    0    0     0   448 1061 1059 22  7 71  0  0
 2  0      0 1130448 110860 5929668    0    0     0     0 1269 1173 37 10 54  0  0
 5  0      0 1096696 110860 5955544    0    0     0 31792 2019 1401 73 16  9  3  0
 4  0      0 1005472 110860 6054976    0    0     0 36276 1959 1315 82 16  0  2  0
 1  0      0 1179456 110860 5876472    0    0     0 187928 4199 2104 55 17 19  9  0
 1  0      0 1167880 110860 5886928    0    0     0   328 1066 1047 21  6 72  0  0
 1  0      0 1157044 110860 5897444    0    0     0     0 1027 1083 21  6 73  0  0
 1  0      0 1145732 110860 5908060    0    0     0     0 1133 1116 22  6 72  0  0
 1  0      0 1166628 110860 5888612    0    0     0 31316 1636 1275 33 10 55  2  0
 2  0      0 1153780 110860 5899644    0    0  1666     0 1663 1879 22  7 71  0  0
 1  0      0 1143816 110860 5909948    0    0     0    20 1223 1193 22  7 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1132264 110860 5920484    0    0     0     0 1021 1032 20  7 72  0  0
 1  0      0 1121684 110860 5931380    0    0     0     0 1185 1152 21  7 72  0  0
 2  0      0 1106484 110860 5950956    0    0     0   300 1079 1039 24  8 69  0  0
 1  0      0 1126016 110860 5922240    0    0  1171 31072 2092 2066 28 11 59  2  0
 1  0      0 1115688 110860 5932108    0    0   496   280 1492 1458 21  8 71  0  0
 1  0      0 1105104 110860 5942264    0    0     0     0 1034 1053 21  7 72  0  0
 1  0      0 1096040 110860 5951956    0    0     0     0 1033 1057 21  7 72  0  0
 1  0      0 1085736 110860 5962060    0    0     0     0 1177 1128 23  6 71  0  0
