procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1846408 132808 13492668    0    0    19  2539  182  149 15  4 80  1  1
 2  0      0 1846728 132808 13492676    0    0     0   340  825  981  0  0 99  0  0
 1  0      0 1819044 132860 13504696    0    0     0   828 1853 1806 10  4 85  0  0
 1  0      0 1794604 132860 13517116    0    0     0    32 1268 1183 10  4 86  0  0
 1  0      0 1771456 132860 13528696    0    0     0     0  983  911 10  3 87  0  0
 1  0      0 1750068 132860 13539168    0    0     0     0 1066  981 10  3 86  0  0
 3  0      0 1727932 132860 13550072    0    0     0     0 1040  913 10  4 86  0  0
 1  1      0 1671992 132864 13591924    0    0     0  5204 1483 1198 16  5 79  0  0
 1  0      0 1773672 132876 13540884    0    0     0 25812 1712 1273 10  5 85  1  0
 1  0      0 1750024 132876 13552504    0    0     0     0 1055  951 10  4 86  0  0
 1  0      0 1727628 132876 13563928    0    0     0     0  983  901 10  3 86  0  0
 2  0      0 1705028 132876 13574324    0    0  1666     0 2028 2013 10  4 86  0  0
 1  0      0 1682952 132876 13584480    0    0  1667     0 1692 1785 11  3 86  0  0
 3  0      0 1701192 132880 13564832    0    0     0 31008 1667 1131 16  5 78  1  0
 1  0      0 1689896 132880 13576036    0    0     0     0  984  870 10  3 87  0  0
 1  0      0 1678808 132880 13587008    0    0     0     0 1011  939 11  3 86  0  0
 1  0      0 1668256 132880 13597784    0    0     0     0 1009  889 10  4 86  0  0
 1  0      0 1658208 132880 13607780    0    0     0     0 1040  944 11  3 86  0  0
 2  0      0 1646900 132880 13624092    0    0     0    52 1091  885 12  4 85  0  0
 1  0      0 1671936 132888 13599296    0    0     0 30964 1627 1167 15  4 80  1  0
 1  0      0 1661104 132888 13611112    0    0     0     0 1036  927 10  4 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1648788 132888 13622948    0    0     0     0 1057  961 10  3 87  0  0
 1  0      0 1637476 132888 13633608    0    0     0     0 1044  933 11  3 86  0  0
 1  0      0 1626388 132888 13644088    0    0     0     0 1099  993 10  3 86  0  0
 1  1      0 1582036 132888 13687540    0    0     0 21572 1467  989 17  4 78  1  0
 3  0      0 1559476 132888 13711644    0    0     0  9432 1795 1103 30  7 62  0  0
 1  0      0 1629496 132896 13639168    0    0     0 114000 2776 1476 19  6 71  3  0
 1  0      0 1616928 132896 13650204    0    0     0     0 1145 1001 10  4 86  0  0
 1  0      0 1605844 132896 13660972    0    0     0     0 1057  930 10  3 86  0  0
 2  0      0 1594252 132896 13675768    0    0     0   124 1086  965 12  3 86  0  0
 1  0      0 1625164 132900 13652332    0    0     0 31000 1639 1145 15  5 79  1  0
 1  0      0 1613104 132900 13663748    0    0     0     0 1089  966 10  4 86  0  0
 1  0      0 1602276 132900 13675024    0    0     0     0 1080  925 10  3 86  0  0
 1  0      0 1590212 132900 13686300    0    0     0     0 1099  970 10  4 86  0  0
 1  0      0 1580164 132900 13696564    0    0     0   104 1084  918 11  3 86  0  0
 2  0      0 1539376 132900 13735816    0    0     0    76 1290 1015 16  4 79  0  0
 2  0      0 1571276 132904 13688444    0    0     0 31020 3329 2894 13  5 80  1  0
 1  0      0 1558192 132904 13699008    0    0     0   108 1882 1727 14  5 81  0  0
 1  0      0 1547136 132904 13709572    0    0     0     0 1336 1150 10  4 86  0  0
 1  0      0 1537312 132904 13719152    0    0     0     0 1262 1103 11  4 86  0  0
 1  0      0 1527248 132904 13729128    0    0     0    52 1287 1133 11  3 86  0  0
 2  1      0 1485924 132904 13771896    0    0     0 18432 1655 1268 17  4 78  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1533664 132904 13720504    0    0     0 12564 1818 1426 12  6 82  1  0
 1  0      0 1522612 132904 13731496    0    0     0     0 1135  985 10  4 86  0  0
 1  0      0 1511528 132904 13742348    0    0     0     0 1055  917 11  3 86  0  0
 1  0      0 1501700 132904 13752316    0    0     0     0 1097  983 10  4 86  0  0
 1  0      0 1490864 132904 13763080    0    0     0     0 1139  971 11  3 86  0  0
 5  0      0 1502860 132912 13764696    0    0     0 31016 1945 1280 24  7 69  1  0
 5  0      0 1358496 132912 13905848    0    0     0 30664 2255 1011 51 12 36  1  0
 1  2      0 1265304 132912 13992736    0    0     0 172472 3735 2041 32  9 49  9  0
 1  0      0 1496856 132924 13762200    0    0     0 20620 1635 1282 11  4 85  1  0
 1  0      0 1487280 132924 13772252    0    0     0     0 1077  948 10  3 86  0  0
 1  0      0 1476444 132924 13781924    0    0     0     0 1106  995 10  4 86  0  0
 1  0      0 1500472 132924 13760848    0    0     0 31072 1669 1242 17  5 77  1  0
 1  0      0 1489416 132924 13770780    0    0     0     0 1089  939 10  4 86  0  0
 1  0      0 1479112 132924 13780772    0    0     0     0 1087  996 11  3 86  0  0
 1  0      0 1468528 132924 13790988    0    0     0     0 1062  945 11  3 86  0  0
 1  0      0 1458700 132924 13800688    0    0     0     0 1082 1004 11  3 86  0  0
 1  0      0 1449376 132924 13809288    0    0     0    52 1069  971 11  3 86  0  0
 2  0      0 1416868 132924 13843128    0    0     0     0 1261 1017 16  4 80  0  0
 1  0      0 1460328 132924 13799548    0    0     0 30964 1475 1152 12  3 82  2  0
 1  0      0 1448520 132924 13809908    0    0     0     0 1073  959 10  4 86  0  0
 1  0      0 1437936 132924 13820020    0    0     0    16 1105  984 11  3 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1428108 132924 13829952    0    0     0     0 1046  965 10  3 86  0  0
 1  0      0 1417776 132924 13839860    0    0     0     0 1036  904 11  3 86  0  0
 2  0      0 1386528 132924 13872408    0    0     0   256 1250  984 15  4 81  0  0
 2  0      0 1426712 132932 13831512    0    0     0 30980 1550 1111 11  4 83  1  0
 1  0      0 1415904 132932 13842208    0    0     0     0 1113  986 10  3 86  0  0
 1  0      0 1405320 132932 13852868    0    0     0     0 1028  909 10  3 86  0  0
 1  0      0 1395996 132932 13862800    0    0     0     0 1038  951 10  4 86  0  0
 1  0      0 1384916 132932 13873148    0    0     0    72 1080  919 11  3 86  0  0
 1  1      0 1340876 132932 13915700    0    0  1666  1108 2149 1943 17  4 78  0  0
 6  0      0 1241508 132936 14017144    0    0  1667 44860 3326 2103 62 13 24  2  0
 6  0      0 1054312 132936 14197512    0    0     0     0 2176  934 63 13 24  0  0
 1  0      0 1379516 132944 13867432    0    0     0 314820 6625 4644 12  7 44 36  0
 1  0      0 1368960 132944 13877900    0    0     0     4 1087  974 10  4 86  0  0
 2  0      0 1357648 132944 13888056    0    0     0     0 1046  891 11  3 86  0  0
 2  0      0 1321612 132944 13925796    0    0     0     0 1265  993 16  4 80  0  0
 1  0      0 1369372 132948 13877372    0    0     0 30976 1470 1140 11  4 84  2  0
 1  0      0 1359100 132948 13887556    0    0     0     0 1170 1010 10  3 86  0  0
 1  0      0 1351108 132948 13898216    0    0     0     0 1183  981 11  3 86  0  0
 1  0      0 1340776 132948 13908568    0    0     0     0 1068  957 11  3 86  0  0
 1  0      0 1330704 132948 13918232    0    0     0     0 1151 1001 11  3 86  0  0
 2  0      0 1292400 132948 13956260    0    0     0    60 1255 1011 16  4 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1338380 132948 13910476    0    0     0 30976 1516 1131 11  5 83  1  0
 1  0      0 1326064 132948 13922196    0    0     0     0 1115  990 10  4 86  0  0
 1  0      0 1315480 132948 13932492    0    0     0     0 1053  949 10  4 86  0  0
 2  0      0 1304396 132948 13943056    0    0     0    52 1085  980 10  4 86  0  0
 1  0      0 1294064 132948 13953368    0    0     0     0  977  874 11  3 86  0  0
 1  0      0 1317360 132956 13932824    0    0     0 31016 1681 1293 17  5 76  1  0
 1  0      0 1306036 132956 13943180    0    0     0     0 1094  966 10  4 86  0  0
 1  0      0 1294732 132956 13953524    0    0     0     0 1152  971 10  4 86  0  0
 1  0      0 1283960 132956 13964136    0    0     0     0 1165 1001 10  4 86  0  0
 1  0      0 1273880 132956 13973768    0    0     0     0 1106  947 11  3 86  0  0
 1  0      0 1263836 132956 13983180    0    0     0    60 1099  938 11  3 86  0  0
 0  2      0 1224020 132956 14026040    0    0     0 31092 1634 1187 17  5 78  1  0
 4  0      0 1176536 132960 14082168    0    0     0  2812 1871  985 43  8 48  0  0
 2  2      0 1073016 132960 14182476    0    0     0 92776 2448 1346 38  9 49  5  0
 1  0      0 1264508 132960 13989408    0    0     0 103092 2476 1722 11  5 76  8  0
 1  0      0 1254432 132960 13998660    0    0     0     0 1002  908 11  3 86  0  0
 1  0      0 1243876 132960 14008788    0    0     0     0 1039  905 10  4 86  0  0
 2  0      0 1217164 132960 14037688    0    0     0    32 1142  916 15  3 81  0  0
 1  0      0 1255080 132968 13998268    0    0     0 31016 1488 1156 13  5 81  2  0
 1  0      0 1245000 132968 14008224    0    0     0     0 1086  960 11  3 86  0  0
 1  0      0 1233688 132968 14019012    0    0     0     0 1011  883 11  3 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 1223104 132968 14029180    0    0     0     0 1041  939 11  3 86  0  0
 1  0      0 1212268 132968 14039272    0    0     0    60  996  872 11  3 86  0  0
 2  0      0 1185808 132968 14066564    0    0     0    68 1180  957 13  4 82  0  0
 1  0      0 1220684 132968 14030512    0    0     0 30964 1567 1128 13  4 82  1  0
 1  0      0 1208592 132968 14041504    0    0     0     0 1062  923 10  4 86  0  0
 1  0      0 1197252 132968 14052660    0    0     0     0 1040  909 11  3 86  0  0
 1  0      0 1186416 132968 14063012    0    0     0     0 1067  946 11  3 86  0  0
 1  0      0 1176336 132968 14072712    0    0     0     0 1053  897 11  3 86  0  0
 2  0      0 1135008 132968 14114676    0    0     0    60 1151  923 16  4 80  0  0
 1  0      0 1183508 132968 14065412    0    0     0 30992 1481 1111 10  4 85  1  0
 1  0      0 1171692 132968 14076952    0    0     0     0 1064  940 10  4 86  0  0
 1  0      0 1161616 132968 14086700    0    0     0     4 1033  900 10  3 86  0  0
 1  0      0 1150276 132968 14097412    0    0     0     0 1002  936 11  3 86  0  0
