timestamp,read_bytes,write_bytes
2025-06-09 04:44:33,0,0
0
2025-06-09 04:44:34,0,12652544
53248
2025-06-09 04:44:35,0,23928832
53248
2025-06-09 04:44:36,0,35364864
53248
2025-06-09 04:44:37,0,47083520
53248
2025-06-09 04:44:38,0,58458112
53248
2025-06-09 04:44:39,0,102559744
53248
2025-06-09 04:44:40,0,115216384
63655936
2025-06-09 04:44:41,0,127471616
63655936
2025-06-09 04:44:42,0,139026432
63655936
2025-06-09 04:44:43,0,149856256
63655936
2025-06-09 04:44:44,0,173064192
63655936
2025-06-09 04:44:45,0,206065664
127262720
2025-06-09 04:44:46,0,218574848
127262720
2025-06-09 04:44:47,0,230440960
127262720
2025-06-09 04:44:48,0,242130944
127262720
2025-06-09 04:44:49,0,253722624
127262720
2025-06-09 04:44:50,0,298299392
190865408
2025-06-09 04:44:51,0,310566912
190865408
2025-06-09 04:44:52,0,322437120
190865408
2025-06-09 04:44:53,0,333463552
190865408
2025-06-09 04:44:54,0,345018368
190865408
2025-06-09 04:44:56,0,389283840
254472192
2025-06-09 04:44:57,0,489680896
254472192
2025-06-09 04:44:58,0,530395136
254472192
2025-06-09 04:44:59,0,542486528
254472192
2025-06-09 04:45:00,0,553807872
254472192
2025-06-09 04:45:01,0,579317760
254472192
2025-06-09 04:45:02,0,608608256
318070784
2025-06-09 04:45:03,0,620298240
318070784
2025-06-09 04:45:04,0,630669312
318070784
2025-06-09 04:45:05,0,641429504
318070784
2025-06-09 04:45:06,0,652480512
318070784
2025-06-09 04:45:07,0,695246848
318070784
2025-06-09 04:45:08,0,707063808
381669376
2025-06-09 04:45:09,0,719085568
381669376
2025-06-09 04:45:10,0,729513984
381669376
2025-06-09 04:45:11,0,740175872
381669376
2025-06-09 04:45:12,0,751173632
381669376
2025-06-09 04:45:13,0,794836992
445272064
2025-06-09 04:45:14,0,806584320
445272064
2025-06-09 04:45:15,0,818012160
445272064
2025-06-09 04:45:16,0,828968960
445272064
2025-06-09 04:45:17,0,840507392
445272064
2025-06-09 04:45:18,0,881885184
445272064
2025-06-09 04:45:19,0,1019904000
508874752
2025-06-09 04:45:20,0,1135308800
508874752
2025-06-09 04:45:21,0,1145864192
508874752
2025-06-09 04:45:22,0,1156915200
508874752
2025-06-09 04:45:23,0,1168355328
508874752
2025-06-09 04:45:24,0,1212661760
572477440
2025-06-09 04:45:25,0,1224294400
572477440
2025-06-09 04:45:26,0,1235746816
572477440
2025-06-09 04:45:27,0,1246969856
572477440
2025-06-09 04:45:28,0,1257652224
572477440
2025-06-09 04:45:29,0,1280651264
572477440
2025-06-09 04:45:30,0,1313177600
636076032
2025-06-09 04:45:31,0,1324969984
636076032
2025-06-09 04:45:32,0,1336217600
636076032
2025-06-09 04:45:33,0,1347149824
636076032
