procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 23526776  56844 5416144    0    0    36  1197  121   82 11  2 85  0  2
 2  0      0 23526776  56844 5416152    0    0     0     0  362  294  0  0 100  0  0
 1  0      0 23498872  56956 5430260    0    0     0   776 1551 1294  6  3 91  0  0
 1  0      0 23469392  56956 5444380    0    0     0 16468 1186  694  6  2 91  0  0
 1  0      0 23442232  56956 5457860    0    0     0     0  834  444  7  2 91  0  0
 1  0      0 23415520  56956 5471060    0    0     0     0  768  345  7  2 91  0  0
 4  0      0 23365628  56960 5509704    0    0     0     0  875  370  9  3 88  0  0
 1  0      0 23455284  56980 5467588    0    0     0 30988 1528  644  7  3 89  1  0
 1  0      0 23426864  56980 5480972    0    0     0     0  891  473  6  2 91  0  0
 1  0      0 23399908  56980 5494404    0    0     0     0  718  287  7  2 91  0  0
 1  0      0 23373196  56980 5507776    0    0     0     0  718  299  6  2 91  0  0
 1  0      0 23386284  57004 5491500    0    0     0 30952 1352  521 10  3 87  1  0
 1  0      0 23373212  57004 5504928    0    0     0     0  761  377  7  2 91  0  0
 1  0      0 23359604  57004 5518172    0    0     0     0  706  304  7  2 91  0  0
 1  0      0 23345744  57004 5531688    0    0     0     0  692  290  7  2 91  0  0
 2  0      0 23324372  57008 5555256    0    0     0     0  782  294  8  2 90  0  0
 1  0      0 23344988  57024 5528128    0    0     0 30960 1303  584  8  3 88  1  0
 1  0      0 23331384  57024 5541212    0    0     0     0  743  333  7  2 91  0  0
 1  0      0 23317780  57024 5554440    0    0     0     0  721  312  7  2 91  0  0
 1  0      0 23304676  57024 5567884    0    0     0     0  733  320  7  2 91  0  0
 1  1      0 23258312  57028 5613868    0    0     0 14308 1016  398 10  3 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 23210672  57048 5656628    0    0     0 16648 1554  535 19  5 75  0  0
 1  0      0 23297204  57068 5567412    0    0     0 113988 2194  868  9  3 85  2  0
 1  0      0 23283856  57068 5580680    0    0     0     0  728  318  7  2 91  0  0
 1  0      0 23271256  57068 5593944    0    0     0     0  754  335  7  2 91  0  0
 1  0      0 23289892  57080 5577176    0    0     0 30980 1347  541  9  3 87  1  0
 1  0      0 23275028  57080 5591624    0    0     0     0  725  324  6  2 91  0  0
 1  0      0 23261420  57080 5605204    0    0     0     0  747  354  6  2 91  0  0
 1  0      0 23248820  57080 5618464    0    0     0     0  749  327  6  2 91  0  0
 2  0      0 23214044  57080 5654496    0    0     0     0  835  324  9  3 89  0  0
 1  0      0 23252584  57096 5615452    0    0     0 30968 1236  520  7  2 90  1  0
 1  0      0 23238728  57096 5629620    0    0     0     0  716  311  6  2 91  0  0
 1  0      0 23224120  57096 5643704    0    0     0     0  714  327  6  2 91  0  0
 1  0      0 23210516  57096 5657276    0    0     0     0  716  288  7  2 91  0  0
 1  0      0 23235740  57104 5640120    0    0     0 30984 1547  581 10  3 87  0  0
 1  0      0 23221088  57104 5654360    0    0     0     0  769  314  6  2 91  0  0
 1  0      0 23207984  57104 5668368    0    0     0     0  802  358  6  2 91  0  0
 1  0      0 23194632  57104 5681948    0    0     0     4  847  464  7  2 91  0  0
 2  0      0 23160112  57104 5715420    0    0     0     0  825  291  9  2 89  0  0
 3  0      0 23117788  57124 5751268    0    0     0 31116 1759  541 18  5 77  1  0
 3  0      0 23025824  57140 5843640    0    0     0 131936 3502 1150 17  5 74  3  0
 1  0      0 23172008  57160 5691848    0    0  3333 91824 4177 2714 17  5 76  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 23158912  57160 5704440    0    0     0     0  767  359  7  2 91  0  0
 1  0      0 23186116  57172 5687064    0    0     0 30992 1444  558 10  3 87  1  0
 1  0      0 23171252  57172 5700972    0    0     0     4  854  372  7  2 91  0  0
 1  0      0 23158652  57172 5714288    0    0     0     0  747  315  7  2 91  0  0
 1  0      0 23144544  57172 5727480    0    0     0     0  726  319  7  2 91  0  0
 2  0      0 23130936  57172 5740688    0    0     0     0  830  453  7  2 91  0  0
 1  0      0 23139740  57180 5724160    0    0     0 30964 1486  586 10  3 86  1  0
 1  0      0 23125884  57180 5737360    0    0     0     0  740  317  6  2 91  0  0
 1  0      0 23113536  57180 5750764    0    0     0     0  784  299  7  2 91  0  0
 1  0      0 23100180  57180 5763936    0    0     0     0  747  315  6  2 91  0  0
 2  0      0 23061416  57180 5803120    0    0     0     0  941  411  9  2 88  0  0
 1  0      0 23111056  57192 5760828    0    0     0 30968 1271  533  7  2 90  1  0
 1  0      0 23097408  57192 5774396    0    0     0     0  755  348  7  2 91  0  0
 1  0      0 23084304  57192 5787756    0    0     0     0  741  306  7  2 91  0  0
 1  0      0 23070948  57192 5800888    0    0     0     0  731  326  7  2 91  0  0
 3  0      0 23064380  57212 5805740    0    0     0 30956 1661  575 13  3 83  1  0
 3  0      0 22949476  57212 5917684    0    0     0     0 1223  316 21  4 75  0  0
 3  0      0 22864300  57224 6004400    0    0     0 131952 3541 1201 17  5 75  3  0
 1  2      0 22771588  57224 6093896    0    0     0 98100 2631  865 18  5 74  3  0
 2  0      0 23047680  57268 5820648    0    0     0 99768 2973 1236 17  4 76  2  0
 1  0      0 23072620  57280 5800840    0    0     0 30956 1400  553  9  3 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 23058764  57280 5814348    0    0     0     0  769  318  6  2 91  0  0
 1  0      0 23044152  57280 5828224    0    0     0     0  758  338  7  2 91  0  0
 1  0      0 23030044  57280 5841696    0    0     0    20  749  306  7  2 91  0  0
 2  0      0 22985440  57280 5881636    0    0     0     0  862  337 10  2 88  0  0
 1  0      0 23023240  57292 5838616    0    0     0 30972 1526  773  7  3 90  1  0
 1  0      0 23009128  57292 5852500    0    0     0     0  759  335  7  2 91  0  0
 1  0      0 22995524  57292 5866176    0    0     0     0  777  313  6  2 91  0  0
 2  0      0 22981668  57292 5879760    0    0     0     8  719  301  7  2 91  0  0
 1  0      0 23013780  57304 5862540    0    0     0 30956 1444  553 10  3 87  1  0
 1  0      0 22999672  57304 5876464    0    0     0     0  750  355  7  2 91  0  0
 1  0      0 22985056  57304 5890120    0    0     0     0  723  311  6  2 91  0  0
 1  0      0 22971700  57304 5903676    0    0     0     0  700  311  7  2 91  0  0
 2  0      0 22928108  57304 5940716    0    0     0   164  851  322  9  3 88  0  0
 3  0      0 22884000  57324 5982976    0    0     0 30968 1801  588 19  5 76  0  0
 5  0      0 22767340  57328 6097008    0    0     0 48864 1967  554 19  5 75  1  0
 1  0      0 22935996  57364 5922156    0    0     0 168956 3758 1367 11  4 82  3  1
 1  0      0 22923400  57364 5934924    0    0     0     0  741  326  7  2 91  0  0
 1  0      0 22940268  57372 5917764    0    0     0 30988 1341  574 10  3 87  1  0
 1  0      0 22925152  57372 5931904    0    0     0     0  741  309  7  2 91  0  0
 1  0      0 22911296  57372 5945524    0    0     0     0  713  320  7  2 91  0  0
 1  0      0 22897944  57372 5958816    0    0     0     0  734  304  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22883580  57372 5973460    0    0     0     0  747  335  7  2 91  0  0
 1  0      0 22899948  57388 5955668    0    0     0 30968 1478  551  9  3 87  1  0
 1  0      0 22886088  57388 5969452    0    0     0     0  770  351  6  2 91  0  0
 1  0      0 22872480  57388 5983128    0    0     0     0  738  322  6  2 91  0  0
 1  0      0 22859376  57388 5996248    0    0     0     0  730  333  6  2 91  0  0
 2  0      0 22818588  57388 6036292    0    0     0     0  865  320  9  3 88  0  0
 1  0      0 22860408  57408 5992560    0    0     0 30960 1260  568  7  2 90  1  0
 1  0      0 22846800  57408 6006672    0    0     0     0  715  310  6  3 91  0  0
 1  0      0 22833444  57408 6019856    0    0     0     0  747  342  7  2 91  0  0
 1  0      0 22821096  57408 6032644    0    0     0     0  714  285  7  2 91  0  0
 4  0      0 22822356  57428 6035488    0    0     0 30960 1589  559 13  4 83  1  0
 3  0      0 22717040  57436 6140972    0    0     0 48072 1907  607 20  4 75  1  0
 2  1      0 22601144  57436 6255016    0    0     0 20420 1518  386 21  4 75  0  0
 3  0      0 22506976  57452 6354016    0    0     0 159520 3605 1176 19  4 74  2  0
 3  0      0 22787364  57488 6076448    0    0     0 105272 2930 1109 15  4 80  1  0
 1  1      0 22751068  57512 6109040    0    0     0 58612 1948  634 16  4 78  1  0
 2  0      0 22686556  57520 6174380    0    0     0 38320 1662  544 12  4 83  1  0
 2  0      0 22620412  57528 6238580    0    0  3333 66004 3522 2433 13  4 82  1  0
 1  0      0 22780632  57552 6075588    0    0     0 60624 1912  686 10  3 86  1  0
 2  0      0 22753168  57552 6103496    0    0     0     0  828  304  8  2 89  0  0
 1  0      0 22785944  57580 6071332    0    0     0 30980 1201  553  9  2 88  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22772084  57580 6084956    0    0     0     0  759  315  6  2 91  0  0
 1  0      0 22757724  57580 6098252    0    0     0   184  772  314  7  2 91  0  0
 1  0      0 22744368  57580 6111444    0    0     0     0  769  320  6  3 91  0  0
 1  0      0 22762588  57596 6094472    0    0     0 30972 1438  559 10  3 86  0  0
 1  0      0 22749148  57596 6107656    0    0     0     0  740  307  6  2 91  0  0
 1  0      0 22735540  57596 6121100    0    0     0     0  693  280  7  2 91  0  0
 1  0      0 22721680  57596 6134812    0    0     0     0  728  318  7  2 91  0  0
 1  0      0 22708324  57596 6148024    0    0     0     0  700  317  7  2 91  0  0
 3  0      0 22687692  57612 6173820    0    0     0 30972 1542  554 16  4 79  1  0
 3  0      0 22568760  57612 6289996    0    0     0     0 1182  293 20  6 75  0  0
 4  0      0 22473296  57644 6388416    0    0     0 176104 3559 1119 18  5 75  3  0
 2  0      0 22694744  57676 6171712    0    0     0 108288 2788  985 16  4 78  1  0
 3  0      0 22608056  57676 6255980    0    0     0     0 1039  338 16  4 81  0  0
 2  0      0 22593432  57708 6268004    0    0     0 96992 2523  783 14  4 80  1  0
 1  0      0 22701380  57724 6160932    0    0     0 59192 1569  558  9  3 88  1  0
 1  0      0 22687020  57724 6173816    0    0     0     0  722  295  7  2 91  0  0
 1  0      0 22673916  57724 6187352    0    0     0     0  740  339  7  2 91  0  0
 1  0      0 22691288  57740 6170104    0    0     0 30984 1380  536 10  3 87  0  0
 1  0      0 22676676  57740 6184292    0    0     0     0  727  319  6  2 91  0  0
 1  0      0 22663152  57740 6197832    0    0     0     0  782  333  7  2 91  0  0
 1  0      0 22649716  57740 6211388    0    0     0     0  733  297  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22637116  57740 6224320    0    0     0    16  727  328  7  2 91  0  0
 1  0      0 22655112  57764 6207544    0    0     0 30972 1593  753 10  3 87  1  0
 1  0      0 22641644  57764 6220992    0    0     0     0  739  325  7  2 91  0  0
 1  0      0 22627784  57764 6234388    0    0     0     0  750  326  6  2 91  0  0
 1  0      0 22614176  57764 6248144    0    0     0     0  702  285  7  2 91  0  0
 2  0      0 22570832  57764 6291872    0    0     0     8  855  335 10  2 88  0  0
 3  0      0 22525472  57772 6336296    0    0     0 30984 1622  548 20  4 76  1  0
 2  1      0 22410840  57772 6448392    0    0     0 57156 1950  552 19  5 75  1  0
 3  0      0 22313352  57780 6548020    0    0     0 150860 3209 1100 19  4 75  2  0
 2  0      0 22573332  57820 6287384    0    0     0 120336 3112 1224 16  5 77  2  0
 2  0      0 22537788  57836 6321960    0    0     0 31016 1746  572 16  5 78  0  0
 2  0      0 22559948  57852 6298904    0    0     0 73372 2104  816 13  3 83  1  0
 2  0      0 22500980  57856 6359268    0    0     0 65984 1943  623 13  3 83  1  0
 1  1      0 22433708  57856 6424280    0    0     0 20424 1288  395 13  3 83  0  0
 2  0      0 22578696  57880 6286920    0    0     0 56224 1493  692  8  3 88  1  0
 1  0      0 22596572  57904 6270072    0    0     0 31004 1335  556 10  3 86  1  0
 1  0      0 22581708  57904 6284052    0    0     0   244  807  316  6  2 91  0  0
 1  0      0 22568352  57904 6297596    0    0     0     0  755  289  7  2 91  0  0
 1  0      0 22554996  57904 6311256    0    0     0     0  718  294  7  2 91  0  0
 2  0      0 22511652  57904 6354732    0    0     0     0  888  298 10  3 87  0  0
 1  0      0 22558260  57924 6307856    0    0     0 30968 1295  579  7  2 90  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22544400  57924 6321528    0    0     0     0  771  355  7  2 91  0  0
