procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 12642076 134476 16127184    0    0    26  2433  161   98 12  3 84  1  1
 3  0      0 12641600 134476 16127200    0    0     0     0  335  253  0  0 100  0  0
 1  0      0 12612652 134504 16140960    0    0     0   828 1495 1170  6  3 91  0  0
 1  0      0 12584680 134504 16154116    0    0     0     0  934  526  7  2 91  0  0
 1  0      0 12557968 134504 16167228    0    0     0     0  749  365  7  2 91  0  0
 1  0      0 12530528 134504 16180188    0    0     0     0  692  330  6  2 91  0  0
 3  0      0 12484916 134504 16213108    0    0     0     0  798  309  8  3 89  0  0
 1  0      0 12567332 134512 16177368    0    0     0 39356 1962  951  8  3 88  1  0
 1  0      0 12540656 134512 16190292    0    0     0     0  938  511  7  2 91  0  0
 1  0      0 12515204 134512 16202708    0    0     0     0  711  284  7  2 91  0  0
 1  0      0 12489752 134512 16215212    0    0     0     0  725  318  6  3 91  0  0
 1  1      0 12433584 134512 16260744    0    0     0 29696 1321  419 10  3 87  1  0
 1  0      0 12486000 134516 16212180    0    0     0  1252  857  412  6  2 91  0  0
 1  0      0 12472904 134516 16225300    0    0     0     0  760  316  7  2 91  0  0
 1  0      0 12460556 134516 16238000    0    0     0     0  701  294  7  2 91  0  0
 1  0      0 12448208 134516 16251008    0    0     0     0  718  297  7  2 91  0  0
 1  0      0 12459048 134520 16234760    0    0     0 30964 1388  563 10  3 86  1  0
 1  0      0 12444688 134520 16248376    0    0     0     0  763  307  6  2 91  0  0
 1  0      0 12430828 134520 16261476    0    0     0     0  768  333  6  2 92  0  0
 1  0      0 12417516 134520 16274368    0    0     0     0  775  291  6  2 91  0  0
 2  0      0 12393032 134520 16300124    0    0     0     0  857  389  8  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 12360760 134528 16330508    0    0     0 30976 1605  523 17  4 78  1  0
 1  0      0 12414028 134536 16272436    0    0     0 114016 2145  948 13  5 81  2  0
 1  0      0 12401936 134536 16285364    0    0     0     0  747  299  7  2 91  0  0
 1  0      0 12389588 134536 16297772    0    0     0     0  731  323  7  2 91  0  0
 2  0      0 12355820 134536 16332900    0    0     0     0  841  332  9  3 89  0  0
 1  0      0 12402176 134536 16293744    0    0     0 30980 1277  523  7  3 90  1  0
 1  0      0 12388580 134536 16307388    0    0     0     0  734  309  7  2 91  0  0
 1  0      0 12375480 134536 16320404    0    0     0     0  736  345  7  2 91  0  0
 1  0      0 12363132 134536 16333232    0    0     0     0  735  296  6  2 91  0  0
 1  0      0 12373952 134540 16315876    0    0     0 30960 1531  582 10  3 87  1  0
 1  0      0 12359592 134540 16329836    0    0     0     0  719  267  6  2 91  0  0
 1  0      0 12346744 134540 16343300    0    0     0     0  822  387  7  2 91  0  0
 1  0      0 12333892 134540 16356404    0    0     0     0  719  312  6  2 91  0  0
 1  0      0 12321548 134540 16368784    0    0     0     0  736  304  6  2 91  0  0
 1  0      0 12345984 134560 16351628    0    0     0 30972 1504  604 10  3 86  1  0
 1  0      0 12332128 134560 16365092    0    0     0     0  738  319  6  2 91  0  0
 1  0      0 12318772 134560 16378460    0    0     0   116  739  280  7  2 91  0  0
 1  0      0 12306424 134560 16391480    0    0     0     0  769  325  7  2 91  0  0
 2  0      0 12279240 134560 16416764    0    0     0     0  802  319  8  2 90  0  0
 5  0      0 12184316 134568 16510480    0    0  1667 30972 2796 1541 27  6 66  1  0
 1  1      0 12057356 134568 16629616    0    0  1666 202064 4716 2544 23  6 65  6  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 12287364 134572 16400148    0    0     0 21688 1385  614  6  3 90  0  0
 1  0      0 12273764 134572 16412936    0    0     0    32  750  313  7  2 91  0  0
 1  1      0 12229916 134572 16458036    0    0     0  9216 1012  381  9  3 88  0  0
 1  0      0 12286168 134580 16410056    0    0     0 21780 1300  516  6  3 91  0  0
 1  0      0 12273028 134580 16422884    0    0     0     0  737  310  7  2 91  0  0
 1  0      0 12259672 134580 16436124    0    0     0     0  734  278  7  2 91  0  0
 1  0      0 12246316 134580 16449504    0    0     0     0  792  347  6  2 91  0  0
 1  0      0 12255372 134580 16432548    0    0     0 30964 1414  542 10  3 87  1  0
 1  0      0 12240768 134580 16446092    0    0     0     0  761  337  7  2 91  0  0
 1  0      0 12228460 134580 16459120    0    0     0     0  736  311  7  2 91  0  0
 1  0      0 12215356 134580 16471892    0    0     0     0  773  342  7  2 91  0  0
 2  0      0 12191124 134580 16496588    0    0     0     0  819  339  7  3 90  0  0
 1  0      0 12226392 134584 16468964    0    0     0 30964 1365  522  9  3 88  1  0
 1  0      0 12212036 134584 16482572    0    0     0     0  771  332  7  2 91  0  0
 1  0      0 12199184 134584 16495552    0    0     0     0  746  321  6  2 91  0  0
 1  0      0 12185584 134584 16508824    0    0     0     0  695  281  7  2 91  0  0
 2  0      0 12133672 134584 16553484    0    0     0 16384 1157  418 10  2 87  0  0
 6  0      0 11965884 134596 16727916    0    0     0 30112 2840  773 43  8 48  1  0
 2  0      0 12131800 134612 16557356    0    0     0 314140 7186 3549 22  6 54 16  1
