procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 8586940 138116 20219996    0    0    22  2617  156   90 12  3 84  1  1
 3  0      0 8587228 138116 20220000    0    0     0     0  894  811  0  0 100  0  0
 1  0      0 8556752 138176 20234004    0    0     0   820 2240 1893  6  4 89  0  0
 1  0      0 8526768 138176 20247712    0    0     0    32 1003  597  6  3 91  0  0
 1  0      0 8500356 138176 20261084    0    0     0     0  873  470  6  2 91  0  0
 1  0      0 8474616 138176 20273684    0    0     0     0  855  426  6  3 91  0  0
 3  0      0 8422200 138176 20312532    0    0     0     0  866  404  9  3 88  0  0
 1  0      0 8514196 138176 20271132    0    0     0 31012 1555  654  7  3 90  1  0
 1  0      0 8485048 138176 20284460    0    0     0     0 1294  813  7  4 90  0  0
 1  0      0 8458512 138176 20297368    0    0     0     0  817  407  6  2 91  0  0
 1  0      0 8431548 138176 20310816    0    0     0     0  689  322  6  2 91  0  0
 1  0      0 8444636 138188 20294496    0    0     0 30988 1607  656 10  3 87  1  0
 1  0      0 8431036 138188 20308432    0    0     0     0  802  402  6  3 91  0  0
 1  0      0 8417660 138188 20321788    0    0     0     4 1073  573  6  3 90  0  0
 1  0      0 8404580 138188 20334928    0    0     0     0  839  398  7  2 91  0  0
 2  0      0 8381144 138188 20358076    0    0     0     0 1233  720  8  2 90  0  0
 1  0      0 8401540 138188 20331496    0    0     0 30996 1591  795  8  3 88  1  0
 1  0      0 8386928 138188 20344944    0    0     0     0  747  329  6  2 91  0  0
 2  0      0 8372440 138188 20357824    0    0     0   104 1209  681  7  4 90  0  0
 1  0      0 8361012 138188 20370720    0    0     0     0 1108  562  7  2 91  0  0
 1  1      0 8316632 138188 20416224    0    0     0 14516 1120  423  9  3 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 8267268 138196 20462888    0    0     0 16468 1595  515 18  6 75  0  0
 1  0      0 8359308 138196 20371088    0    0     0 114040 1493  983  9  3 86  2  0
 1  0      0 8345452 138196 20384220    0    0     0     0  801  365  7  2 91  0  0
 1  0      0 8327956 138196 20397428    0    0     0     0 1743 1034  7  4 89  0  0
 1  0      0 8346212 138200 20380684    0    0     0 31012 1650  772 10  3 87  1  0
 1  0      0 8333396 138200 20394260    0    0     0     0  863  446  6  2 91  0  0
 1  0      0 8320824 138200 20407652    0    0     0     0  857  420  7  2 91  0  0
 1  0      0 8307728 138200 20420772    0    0     0     0  848  446  6  3 91  0  0
 2  0      0 8278792 138200 20452316    0    0     0     0 1317  726  9  3 88  0  0
 1  0      0 8314024 138204 20417528    0    0     0 30972 1614  825  8  3 89  1  0
 1  0      0 8300168 138204 20430896    0    0     0     0  863  458  7  2 91  0  0
 1  0      0 8286564 138204 20444332    0    0     0     0  897  470  6  2 91  0  0
 1  0      0 8275224 138204 20456744    0    0     0   108 1125  618  7  2 91  0  0
 1  0      0 8299800 138208 20439708    0    0     0 30996 1875  937 10  4 85  1  0
 1  0      0 8286064 138208 20452984    0    0     0     0 1233  669  6  3 90  0  0
 1  0      0 8275740 138208 20466076    0    0     0     0 2257 1723  6  3 90  0  0
 1  0      0 8261880 138208 20479508    0    0     0     0 1101  829  7  2 91  0  0
 1  0      0 8250040 138208 20492180    0    0     0     0 1043  816  6  2 91  0  0
 5  0      0 8212512 138208 20528820    0    0     0 30988 2389 1383 19  6 74  1  0
 3  1      0 8023220 138208 20710808    0    0     0 42244 2555  979 32  6 61  1  0
 1  0      0 8244500 138208 20488292    0    0     0 181556 4077 2357  7  3 84  6  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 8230168 138208 20501048    0    0     0     0 1217 1062  7  2 91  0  0
 2  0      0 8209760 138208 20523408    0    0     0     0 1261  952  8  2 90  0  0
 3  0      0 8239688 138212 20496496    0    0     0 31032 1520  921  9  3 87  1  0
 1  0      0 8226632 138212 20509756    0    0     0     0 1370  837  7  3 90  0  0
 1  0      0 8213780 138212 20522724    0    0     0     0 1053  666  7  2 91  0  0
 1  0      0 8200680 138212 20535412    0    0     0     0  963  517  6  2 91  0  0
 2  0      0 8153052 138212 20579028    0    0     0     0  938  447 10  3 88  0  0
 1  0      0 8192468 138216 20532980    0    0  3333 30976 3256 2563  7  3 89  1  0
 1  0      0 8174100 138216 20546044    0    0     0     0 1472  778  8  3 88  0  0
 1  0      0 8160076 138216 20558836    0    0     0     0  844  431  7  2 91  0  0
 1  0      0 8146648 138216 20571600    0    0     0     0  890  463  7  2 91  0  0
 1  0      0 8174364 138224 20554708    0    0     0 30980 1571  699 10  3 86  1  0
 1  0      0 8160252 138224 20568264    0    0     0   144  956  440  6  2 91  0  0
 1  0      0 8147408 138224 20580892    0    0     0     0 1409  764  7  3 90  0  0
 1  0      0 8135144 138224 20593452    0    0     0     0  904  462  7  2 91  0  0
 1  0      0 8122464 138224 20605600    0    0     0     0  865  427  7  2 91  0  0
 6  0      0 8043068 138228 20693508    0    0     0 46036 2495  783 26  6 67  1  0
 3  3      0 7795416 138228 20932400    0    0     0 44564 2497  731 40 10 50  1  0
 1  0      0 8124428 138244 20597960    0    0     0 270224 6736 3672  7  5 75 13  1
 1  0      0 8110836 138244 20610716    0    0     0     0  865  449  7  2 91  0  0
 2  0      0 8086392 138244 20636724    0    0     0     0  897  425  8  2 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 8123424 138256 20607052    0    0     0 30964 1567  694  8  3 89  1  0
 1  0      0 8109564 138256 20620700    0    0     0    28  869  506  6  2 91  0  0
 1  0      0 8095204 138256 20634284    0    0     0    92 1301  719  7  3 90  0  0
 1  0      0 8081852 138256 20647196    0    0     0     0  891  484  6  2 91  0  0
 1  0      0 8091916 138256 20630392    0    0     0 31000 1406  687 10  3 87  1  0
 1  0      0 8077804 138256 20644200    0    0     0     0  915  449  7  2 91  0  0
 1  0      0 8064480 138256 20657420    0    0     0    68  920  449  6  3 91  0  0
 1  0      0 8047172 138256 20670444    0    0     0   156 1434  679  6  3 90  0  0
 2  0      0 8033240 138256 20683752    0    0     0     0  848  485  7  2 91  0  0
 1  0      0 8049612 138268 20667672    0    0     0 31000 1453  688 10  3 86  1  0
 1  0      0 8035752 138268 20680968    0    0     0     0  884  454  6  3 91  0  0
 1  0      0 8021640 138268 20694384    0    0     0     4  839  388  7  2 91  0  0
 1  0      0 8007780 138268 20707892    0    0     0     0 1256  618  7  3 90  0  0
 2  0      0 7972760 138268 20747968    0    0     0     0 1003  493  9  3 88  0  0
 5  0      0 7883736 138272 20834864    0    0     0 34292 2584 1060 27  6 66  1  0
 1  0      0 8008552 138276 20713484    0    0     0 196024 4184 2130 18  4 73  5  0
 1  0      0 7995956 138276 20726280    0    0     0     8  863  437  7  1 91  0  0
 1  0      0 7980808 138276 20739112    0    0     0     0 1176  567  7  3 90  0  0
 1  0      0 7995204 138288 20722360    0    0     0 31040 2339 1188 10  4 85  1  0
 1  0      0 7980348 138288 20736584    0    0     0   236 1009  513  6  2 91  0  0
 1  0      0 7967516 138288 20750420    0    0     0     0 1314  773  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 7953912 138288 20763948    0    0     0     0 1137  784  7  2 91  0  0
 3  0      0 7929468 138288 20788124    0    0     0     0  975  498  8  3 90  0  0
 1  0      0 7956920 138296 20760608    0    0     0 31024 1883  826  8  4 87  0  0
 1  0      0 7943572 138296 20774056    0    0     0     0  849  430  6  2 91  0  0
