procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20688936  65200 8098376    0    0    29  1652  126   76 11  2 85  0  1
 3  0      0 20697128  65200 8098404    0    0     0     0 1723  947  7  2 91  0  0
 2  0      0 20650324  65320 8112304    0    0     0   872 1827 1380 14  3 82  0  0
 2  0      0 20614292  65320 8126204    0    0     0    32 1805 1137 14  4 82  0  0
 2  0      0 20643468  65320 8138648    0    0  3333     4 3448 2751 14  3 83  0  0
 1  1      0 20664232  65404 8094160    0    0    24  6268 3024 1980 12  4 83  0  0
 4  0      0 20527728  66396 8199024    0    0   828 16864 15309 15246 12  6 79  1  1
 2  0      0 20606392  66400 8162160    0    0     0 30992 2837 1366 15  4 80  0  0
 2  0      0 20556544  66400 8176312    0    0     0     0 1480  738 14  4 83  0  0
 2  0      0 20524288  66400 8189804    0    0     0     0 1729  847 13  4 83  0  0
 2  0      0 20559540  66400 8202452    0    0     0     4 1864 1023 13  3 83  0  0
 2  0      0 20621564  66560 8126940    0    0   108 33780 3205 1869 16  5 78  1  0
 3  0      0 20512948  66588 8200016    0    0    44  1008 2856 1623 12  6 82  0  0
 2  0      0 20502560  66588 8213532    0    0     0   192 2665 1859 15  3 81  0  0
 2  0      0 20470572  66588 8226616    0    0     0     0 1365  717 14  3 83  0  0
 2  0      0 20448168  66588 8239268    0    0     0     0 2199 1115 13  6 81  0  0
 2  0      0 20521008  66604 8220956    0    0     0 30968 2858 1725 17  4 78  1  0
 2  0      0 20567132  66604 8175900    0    0     0    56 1842 1154 14  3 83  0  0
 2  0      0 20459036  66792 8249056    0    0     8  3540 3649 2407 11  6 83  0  0
 2  0      0 20439432  66792 8262212    0    0     0    36 1660  824 14  3 83  0  0
 4  0      0 20382964  66792 8295608    0    0     0     0 1707  772 16  4 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 20356044  66808 8330028    0    0     0 31044 3101 1485 25  7 67  1  0
 2  0      0 20547432  66824 8202832    0    0     0 130848 4626 1938 19  5 71  4  0
 2  0      0 20499520  67144 8216732    0    0    16  5436 3186 2427 12  4 83  0  0
 2  0      0 20441204  67144 8288208    0    0     0     0 2914 1579 11  6 83  0  0
 2  1      0 20362728  67144 8334568    0    0     0 31012 1858  675 18  3 78  0  0
 2  0      0 20394220  67152 8284624    0    0     0    40 2046 1302 14  5 81  0  0
 2  0      0 20378852  67152 8298080    0    0     0 49172 2997 1268 13  4 82  1  0
 2  0      0 20490432  67152 8251552    0    0     0     4 1572  846 14  3 83  0  0
 1  1      0 20423144  67852 8285196    0    0   236 38256 12932 10272 11  5 81  1  1
 2  0      0 20464788  68180 8270448    0    0     4 35404 3701 2899 16  4 79  1  0
 2  0      0 20356776  68440 8346028    0    0     0  4636 2859 2008 12  5 83  0  0
 2  0      0 20344244  68440 8359264    0    0     0     0 2084  997 13  4 83  0  0
 2  0      0 20312516  68440 8371860    0    0     0     0 1233  570 14  3 83  0  0
 3  0      0 20290376  68440 8385888    0    0     0   108 1788  870 13  4 83  0  0
 2  0      0 20364772  68460 8367204    0    0     0 31200 2661 1522 15  5 79  1  0
 2  0      0 20402480  68460 8322052    0    0     0     0 1401  607 14  3 83  0  0
 2  0      0 20277300  69664 8417468    0    0   960 28712 17676 15980 10  6 82  1  1
 2  0      0 20265064  69664 8430596    0    0     0     0 2199 1072 13  4 83  0  0
 3  0      0 20206932  69664 8468444    0    0     0     0 1373  598 17  4 80  0  0
 5  1      0 20117016  69684 8567872    0    0     0 37276 3196 1162 36  8 54  1  0
 2  0      0 20315932  69696 8425268    0    0     0 217564 6683 2676 25  7 60  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20364632  69932 8380432    0    0    12  5392 2763 2160 13  3 83  0  0
 2  0      0 20257488  70096 8452552    0    0    44  4644 3645 2327 10  6 83  0  0
 2  0      0 20251864  70108 8434804    0    0     0 31072 2158  946 18  3 78  0  0
 2  0      0 20218872  70108 8448388    0    0     0     0 1471  676 14  3 83  0  0
 2  0      0 20205024  70108 8461472    0    0     0     0 1737  860 14  3 83  0  0
 2  0      0 20313012  70108 8415636    0    0     0     4 1687  873 13  3 83  0  0
 2  0      0 20215692  70332 8429788    0    0     8  4276 2629 1770 13  4 83  0  0
 2  0      0 20229016  70344 8470612    0    0     0 31024 3700 1865 15  6 78  1  0
 2  0      0 20201800  70344 8484456    0    0     0     4 1158  459 14  3 83  0  0
 2  0      0 20177912  70344 8497560    0    0     0     0 1636  801 14  3 83  0  0
 2  0      0 20164648  70344 8510476    0    0     0     0 1816  901 13  4 83  0  0
 3  0      0 20261148  70344 8472540    0    0     0    16 1591  801 15  3 83  0  0
 2  0      0 20194184  70888 8510504    0    0    16 43924 5158 4077 13  6 79  1  1
 2  0      0 20166108  70888 8524812    0    0     0    32 2790 1470 12  5 83  0  0
 2  0      0 20133856  70888 8538324    0    0     0     0 1141  462 14  3 83  0  0
 2  0      0 20118284  70888 8551428    0    0     0     0 1806  889 13  4 83  0  0
 3  0      0 20137440  70888 8597028    0    0     0 23740 2543 1194 16  5 79  0  0
 6  0      0 20085440  70908 8656988    0    0    16  7516 2616  885 41  9 51  0  0
 6  0      0 19929696  71288 8801604    0    0   236 293424 15656 11240 28  8 50 13  2
 2  0      0 20141660  71360 8513640    0    0     0 67996 8110 6882 19  7 71  1  1
 2  0      0 20078408  71360 8526312    0    0     0     0 1052  463 15  3 83  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20132336  71552 8570900    0    0     0 45164 3511 2111 16  6 78  1  0
 2  0      0 20098132  71552 8584444    0    0   548     0 2667 1588 13  5 83  0  0
 2  0      0 20066924  71552 8597412    0    0  2785    24 2591 1933 15  3 82  0  0
 2  0      0 20046048  71552 8611192    0    0     0     0 1772  884 13  4 83  0  0
 3  0      0 20097724  71552 8626776    0    0     0     4 2039 1099 14  4 83  0  0
 2  0      0 20177184  71596 8548272    0    0     0 31612 2325 1104 16  4 79  1  0
 2  0      0 20158276  71936 8564044    0    0   220  7280 8910 5972 13  5 78  2  1
 2  0      0 20075224  71936 8635856    0    0     0    72 3030 1709 11  6 83  0  0
 2  0      0 20029620  71936 8648828    0    0     0     0 1212  476 14  3 83  0  0
 3  0      0 19970676  71936 8690152    0    0     0     0 1671  730 17  3 80  0  0
 3  0      0 20007240  71956 8644928    0    0     0 31048 2632 1339 13  5 81  1  0
 2  0      0 20123396  71956 8599072    0    0     0   220 2016 1178 13  4 83  0  0
 2  0      0 20009040  72152 8673148    0    0     8  4872 3516 2347 12  5 83  0  0
 2  0      0 19990032  72152 8686528    0    0     0     0 2514 1233 12  5 83  0  0
 6  0      0 19975936  72164 8709016    0    0     0 31072 1987  768 24  5 71  1  0
 5  1      0 19763588  72164 8910480    0    0     0 15568 2922  945 41  9 50  0  0
 2  0      0 20041328  72204 8689684    0    0     0 285928 5448 3206 23  6 58 13  0
 2  0      0 20075088  72208 8643920    0    0     0  2428 1506  703 14  3 83  0  0
 2  0      0 19971280  72420 8721496    0    0    16 14728 4378 3000 11  5 82  1  0
 2  0      0 19970908  72432 8704284    0    0     0 31080 2978 1607 16  5 78  1  0
 2  0      0 19936160  72432 8717960    0    0     0     0 1121  460 14  3 83  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19915252  72432 8731400    0    0     0 49172 2749 1186 14  3 82  1  0
 3  0      0 19968128  72432 8744032    0    0     0     4 2092 1081 13  4 84  0  0
 3  0      0 19988076  72432 8718752    0    0     0     0 1278  550 16  3 81  0  0
 2  0      0 19949396  72872 8739972    0    0    20 39496 5329 3738 12  6 80  1  0
 2  0      0 19934296  72872 8753500    0    0     0     0 2615 1389 13  4 83  0  0
 2  0      0 19902812  72872 8767432    0    0     0     0 1317  577 14  3 83  0  0
 2  0      0 19882916  72880 8780228    0    0     0  2452 2256  936 14  3 83  0  0
 2  0      0 19955480  72884 8762248    0    0     0 31088 2520 1230 17  4 78  0  0
 3  0      0 19982528  72912 8717000    0    0     0   368 1728  895 14  3 83  0  0
 2  0      0 19930072  74560 8778944    0    0  1112 54600 25479 24333  9  6 81  2  2
 2  0      0 19834796  74672 8849924    0    0    20  3728 3754 2431 11  5 83  0  0
 2  0      0 19793076  74672 8863500    0    0     0     0 1426  614 14  3 83  0  0
 5  0      0 19780732  74684 8893824    0    0     0 31072 2414  946 23  6 70  1  0
 4  1      0 19627876  74688 9041852    0    0     0 132876 3867 1497 32  8 58  2  0
 2  0      0 19907644  74708 8809676    0    0     0 58984 3040 1448 16  3 80  1  0
 3  0      0 19807448  75360 8881640    0    0     4 58668 8335 7317 12  5 82  1  1
 4  0      0 19636916  77128 9044372    0    0   152 145052 22889 24350 11  6 80  1  2
 3  0      0 19457184  80000 9213364    0    0     0 209336 27570 25394 14  7 76  1  2
 3  0      0 19318556  83492 9346288    0    0   280 121744 29462 43172 10  7 81  1  2
 3  0      0 19210048  94896 9436772    0    0     0 54560 48144 48243  8  9 79  0  4
 0  3      0 19138472  99856 9504252    0    0     0 75996 37995 60976  8  8 80  3  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 19075184 102904 9565056    0    0     0 42004 32879 58337  9  7 80  2  2
 2  0      0 19097108 103128 9540956    0    0    12 40208 10826 32606 13  6 80  1  0
