procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 15886636 130124 12836464    0    0     0     4 1001  346 13  4 83  0  0
 2  0      0 15826408 130124 12897088    0    0     0 66068 1979  690 12  4 83  1  0
 2  0      0 15942960 130128 12772376    0    0     0 82700 2312  773 11  4 84  1  0
 1  0      0 15939512 130128 12776464    0    0     0     0  771  324  6  2 91  0  0
 1  0      0 15926408 130128 12790104    0    0     0     0  766  334  7  2 91  0  0
 1  0      0 15913056 130128 12803276    0    0     0     0  743  369  7  2 91  0  0
 1  0      0 15899700 130128 12816340    0    0     0     0  724  341  7  2 91  0  0
 1  0      0 15925136 130132 12798904    0    0     0 30984 1478  639 10  3 86  1  0
 1  0      0 15911028 130132 12812064    0    0     0     0  746  309  6  2 91  0  0
 1  0      0 15898428 130132 12825416    0    0     0     0  774  351  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15884824 130132 12838820    0    0     0     4  762  321  6  2 91  0  0
 2  0      0 15858364 130132 12864748    0    0     0     0  785  314  8  2 90  0  0
 1  0      0 15881784 130144 12834748    0    0     0 30968 1411  646  8  3 88  1  0
 1  0      0 15867428 130144 12848560    0    0     0     0  716  319  7  2 91  0  0
 1  0      0 15853568 130144 12861996    0    0     0     0  739  329  7  2 91  0  0
 1  0      0 15840716 130144 12875400    0    0     0    16  777  333  6  3 91  0  0
 7  0      0 15865268 130144 12858040    0    0     0 30988 1435  621 10  3 87  1  0
 6  0      0 15595644 130144 13130564    0    0     0 25788 2661  650 46  9 44  1  0
 2  0      0 15843260 130164 12883896    0    0     0 322496 6590 3373 21  6 62 11  1
 2  0      0 15771188 130164 12954112    0    0     0     0 1014  352 14  3 83  0  0
 2  0      0 15711212 130168 13014264    0    0     0 66088 1970  682 13  3 83  1  0
 2  0      0 15803264 130184 12917348    0    0     0 81716 2293  860 16  5 78  1  0
 2  0      0 15742316 130192 12979196    0    0     0 66024 2044  758 13  4 83  1  0
 1  0      0 15826836 130200 12890952    0    0     0 37892 1481  605  8  3 89  1  0
 1  0      0 15814264 130200 12904172    0    0     0     0  742  318  7  2 91  0  0
 2  0      0 15792608 130204 12924512    0    0     0   464  926  416  8  2 90  0  0
 1  0      0 15824596 130216 12899484    0    0     0 30968 1263  589  9  3 88  1  0
 1  0      0 15809984 130216 12912940    0    0     0     0  780  363  6  2 91  0  0
 1  0      0 15797888 130216 12926944    0    0     0     0  789  358  7  2 91  0  0
 1  0      0 15784028 130216 12940240    0    0     0     0  770  394  6  2 91  0  0
 2  1      0 15732876 130216 12986176    0    0     0 20404 1055  424 10  3 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15779232 130220 12937004    0    0     0 10560 1041  548  7  2 91  0  0
 1  0      0 15765124 130220 12950556    0    0     0     0  734  312  7  2 91  0  0
 1  0      0 15752272 130220 12963660    0    0     0     0  770  344  7  2 91  0  0
 1  0      0 15737544 130220 12976528    0    0  3333     0 2358 1950  7  2 90  0  0
 7  0      0 15711572 130220 13023800    0    0     0 30964 1780  578 21  4 74  1  0
 6  0      0 15446584 130224 13282304    0    0     0 174968 4771 1711 41  9 47  3  0
 2  0      0 15721048 130232 13006332    0    0     0 174108 3927 2061 16  6 72  6  0
 2  0      0 15659812 130232 13068480    0    0     0 66084 2026  650 13  3 83  1  0
 2  0      0 15725436 130240 13000448    0    0     0 49976 1615  540 12  4 83  1  0
 2  0      0 15684852 130252 13034920    0    0     0 31020 1650  515 16  4 79  0  0
 1  0      0 15743156 130264 12974660    0    0     0 81536 2059  921  9  3 87  1  0
 1  0      0 15728936 130264 12988136    0    0     0     0  718  302  7  2 91  0  0
 2  0      0 15715580 130264 13001288    0    0     0     0  687  267  6  2 91  0  0
 2  0      0 15682824 130264 13034656    0    0     0     0  761  272  9  2 89  0  0
 1  0      0 15717584 130280 12997612    0    0     0 31012 1461  603  8  3 89  0  0
 1  0      0 15703476 130280 13011512    0    0     0    20  773  371  6  3 91  0  0
 1  0      0 15689112 130280 13025164    0    0     0     0  699  299  7  2 91  0  0
 1  0      0 15676516 130280 13038120    0    0     0     0  697  303  7  2 91  0  0
 1  0      0 15700268 130284 13021148    0    0     0 30980 1381  623 10  3 87  1  0
 1  0      0 15686592 130284 13034576    0    0     0     0  751  306  7  2 91  0  0
 1  0      0 15672480 130284 13048500    0    0     0     8  748  314  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 15660132 130284 13061512    0    0     0     0  715  306  6  2 91  0  0
 2  0      0 15645268 130284 13076832    0    0     0     0  790  329  7  2 91  0  0
 7  0      0 15535684 130288 13186492    0    0     0 30972 2078  667 29  6 64  1  0
 1  5      0 15273148 130288 13438448    0    0     0 127548 3751 1294 39 10 46  5  0
 2  0      0 15616264 130308 13099736    0    0     0 234248 6201 3444 11  4 72 13  1
 2  0      0 15559060 130308 13157412    0    0     0 66084 1889  657 12  3 83  1  0
 3  0      0 15486232 130308 13232448    0    0     0     0 1005  329 14  4 82  0  0
 2  0      0 15482728 130324 13239788    0    0     0 131296 2951 1285 15  4 79  2  0
 2  0      0 15596676 130324 13128028    0    0     0     0  970  309 13  4 83  0  0
 2  0      0 15536952 130332 13187664    0    0     0 65996 1950  672 13  3 83  1  0
 2  0      0 15474204 130336 13249700    0    0     0 65984 1893  703 12  4 83  1  0
 2  0      0 15596760 130344 13124880    0    0     0 21124 1233  546  9  3 87  0  0
 1  0      0 15628752 130356 13086632    0    0     0 31044 1194  517  8  2 89  1  0
 2  0      0 15614388 130356 13100884    0    0     0     0  716  309  6  2 91  0  0
 1  0      0 15600780 130356 13114268    0    0     0     0  752  318  6  2 91  0  0
 1  0      0 15587928 130356 13127732    0    0     0     0  744  318  6  2 91  0  0
 1  0      0 15613484 130364 13110632    0    0     0 31004 1276  566 10  3 86  1  0
 1  0      0 15599036 130364 13124100    0    0     0     0  790  355  6  3 91  0  0
 1  0      0 15585680 130364 13138216    0    0     0     0  773  346  6  2 91  0  0
 1  0      0 15571568 130364 13151764    0    0     0     0  764  330  6  2 91  0  0
 2  0      0 15546872 130364 13176636    0    0     0     0  779  311  8  2 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 15414104 130372 13314120    0    0     0 55616 2659  883 34  7 58  1  0
 1  3      0 15205784 130380 13516020    0    0     0 302848 6353 2536 32  7 52  8  0
 2  0      0 15511608 130388 13212520    0    0     0 19628 1644  837 13  4 82  1  0
 2  0      0 15450876 130392 13273692    0    0     0 66084 2088  710 13  3 83  1  0
 3  0      0 15495948 130408 13229660    0    0     0 45644 1819  570 15  4 80  1  0
 2  0      0 15500472 130424 13232020    0    0     0 97032 2557  897 13  3 82  1  0
 2  0      0 15432432 130424 13298632    0    0     0     0  925  290 13  4 83  0  0
 1  1      0 15372720 130424 13358700    0    0     0 98744 2312  798 12  4 83  1  0
 1  0      0 15554236 130428 13178356    0    0     0  9780 1092  583  7  2 91  0  0
 2  0      0 15565112 130444 13161124    0    0     0 31084 1287  491  9  3 87  1  0
 1  0      0 15550248 130444 13174720    0    0     0     0  727  282  6  2 91  0  0
 1  0      0 15536388 130444 13188324    0    0     0     0  716  294  6  2 91  0  0
 1  0      0 15523536 130444 13201444    0    0     0     0  742  337  7  2 91  0  0
 1  0      0 15511188 130444 13213788    0    0     0     0  757  328  6  2 91  0  0
 1  0      0 15536372 130452 13196560    0    0     0 31016 1451  557 10  3 87  1  0
 1  0      0 15522268 130452 13209832    0    0     0     0  776  318  6  2 91  0  0
 1  0      0 15508912 130452 13223164    0    0     0     0  731  313  7  2 91  0  0
 1  0      0 15496060 130452 13236404    0    0     0     0  748  299  7  2 91  0  0
 2  0      0 15474640 130452 13257976    0    0     0     0  774  306  7  2 90  0  0
 6  0      0 15366776 130464 13359244    0    0     0 33540 2206  689 30  5 64  1  0
 1  4      0 15144296 130472 13578068    0    0     0 230412 5525 1739 38  7 50  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 15423800 130480 13289380    0    0  3333 92740 3720 3113 12  4 81  3  0
 2  0      0 15364832 130484 13348296    0    0     0 66084 2097  635 12  3 83  1  0
 3  0      0 15400080 130488 13317984    0    0     0 35848 1665  552 15  4 80  0  0
 2  0      0 15397048 130492 13328772    0    0     0 97000 2743  926 13  5 81  1  0
 1  1      0 15331040 130492 13392616    0    0     0 24576 1358  383 13  4 83  0  0
 2  0      0 15271580 130492 13452852    0    0     0 41400 1648  583 12  4 83  1  0
 1  0      0 15453840 130504 13266344    0    0     0 74416 2130  959 10  3 85  1  0
 1  1      0 15401680 130504 13312088    0    0     0 24464 1207  435  9  3 87  0  0
 1  0      0 15448792 130512 13262344    0    0     0  6600  916  451  6  2 91  0  0
 1  0      0 15436192 130512 13275684    0    0     0     0  691  284  7  2 91  0  0
 1  0      0 15423844 130512 13288628    0    0     0     0  707  269  6  2 91  0  0
 2  0      0 15410236 130512 13301900    0    0     0     0  698  308  6  2 91  0  0
 1  0      0 15435672 130512 13284124    0    0     0 31004 1407  588 10  3 86  1  0
 1  0      0 15422576 130512 13297480    0    0     0     4  825  330  6  3 91  0  0
 1  0      0 15409224 130512 13311056    0    0     0     0  752  307  6  2 91  0  0
 1  0      0 15396624 130512 13323708    0    0     0     0  705  317  7  2 91  0  0
 2  0      0 15382764 130512 13336244    0    0     0     0  706  292  7  2 91  0  0
 6  0      0 15306444 130536 13420020    0    0     0 36932 1967  713 25  6 68  1  0
 2  4      0 15078688 130540 13639760    0    0     0 158508 4213 1325 37  8 50  6  0
 2  0      0 15359960 130552 13366300    0    0     0 163708 4452 2193 14  5 75  6  0
 2  0      0 15301496 130552 13424192    0    0     0 66088 1901  648 12  3 83  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 15227156 130552 13498648    0    0     0     0 1002  324 14  4 82  0  0
 2  0      0 15372888 130572 13360236    0    0     0 108920 2886 1365 15  4 79  2  0
 2  0      0 15312164 130576 13421232    0    0     0 66048 1987  667 12  3 83  1  0
 2  0      0 15244628 130576 13487384    0    0     0     0  961  299 14  3 83  0  0
 2  0      0 15185420 130580 13547140    0    0     0 65996 1899  713 12  3 83  1  0
 2  0      0 15358228 130596 13371976    0    0     0 71948 2200  828 11  4 83  1  0
 1  0      0 15383672 130600 13338608    0    0     0 31044 1268  568  8  2 89  0  0
 1  0      0 15370316 130600 13352212    0    0     0     0  749  305  7  2 91  0  0
 1  0      0 15357212 130600 13364992    0    0     0   428  807  311  7  1 91  0  0
 1  0      0 15343856 130600 13378372    0    0     0     0  710  292  7  2 91  0  0
 1  0      0 15368912 130604 13361272    0    0     0 31016 1463  591 10  3 87  1  0
 1  0      0 15354176 130604 13375036    0    0     0     0  767  339  6  2 91  0  0
 1  0      0 15339816 130604 13388968    0    0     0     0  758  311  7  2 91  0  0
 1  0      0 15325704 130604 13402692    0    0     0     0  706  285  7  2 91  0  0
 1  0      0 15311844 130604 13415784    0    0     0     0  734  316  6  2 91  0  0
 6  0      0 15221360 130608 13504788    0    0     0 31004 1757  607 24  6 69  1  0
 1  4      0 14986800 130620 13731968    0    0     0 203816 5080 1704 35  7 51  6  1
 2  0      0 15297040 130652 13426436    0    0     0 134508 4341 2051 11  4 79  5  1
 2  1      0 15228748 130652 13492392    0    0     0 22556 1279  424 12  4 83  0  0
 2  0      0 15288568 130656 13432520    0    0     0 75856 2057  822 12  3 83  1  1
 1  0      0 15320816 130668 13406116    0    0     0 31048 1261  484  9  3 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15306704 130668 13420024    0    0     0     0  827  371  6  3 91  0  0
 1  0      0 15293852 130668 13433472    0    0     0     0  776  344  6  2 91  0  0
 1  0      0 15281000 130668 13445972    0    0     0     0  763  312  7  2 91  0  0
 2  0      0 15237164 130668 13486384    0    0     0     0  878  299 10  3 87  0  0
 1  0      0 15278480 130684 13441116    0    0     0 31012 1267  579  7  3 90  1  0
 1  0      0 15264872 130684 13454764    0    0     0     0  721  318  7  2 91  0  0
 1  0      0 15252272 130684 13467440    0    0     0     0  739  309  7  2 91  0  0
 1  0      0 15238664 130684 13480400    0    0     0    20  767  310  7  2 91  0  0
 1  0      0 15264364 130692 13462888    0    0     0 31016 1353  572  9  3 87  1  0
 1  0      0 15250256 130692 13476296    0    0     0     0  768  321  7  2 91  0  0
 1  0      0 15236900 130692 13490064    0    0     0     0  749  355  7  2 91  0  0
 1  0      0 15223548 130692 13503064    0    0     0     0  760  292  6  2 91  0  0
 1  0      0 15209940 130692 13515936    0    0     0    12  707  299  7  2 91  0  0
 7  0      0 15104628 130700 13621196    0    0     0 31052 2128  662 27  7 66  1  0
 1  5      0 14827236 130700 13888600    0    0     0 175136 4738 1546 42  8 44  6  1
 2  0      0 15175036 130720 13544488    0    0     0 195540 5499 3043 11  4 72 12  1
 2  0      0 15114820 130720 13605448    0    0     0 66060 1839  641 12  3 83  1  0
 3  0      0 15031940 130720 13688400    0    0     0     0 1107  360 16  4 81  0  0
 2  1      0 15016400 130740 13703548    0    0  3333 134560 4524 3181 14  5 79  2  0
 3  0      0 15155452 130748 13563836    0    0     0  5732 1200  506 13  4 83  0  0
 2  0      0 15097020 130748 13622668    0    0     0 66040 2014  658 13  3 83  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 15039824 130748 13679944    0    0     0 65980 2010  774 12  4 83  1  0
 2  1      0 14936276 130748 13777688    0    0     0 24984 1489  463 16  5 79  0  0
 1  0      0 15197164 130760 13514608    0    0     0 70680 1951  894  7  3 88  1  0
 1  0      0 15182804 130760 13527544    0    0     0     0  700  293  7  2 91  0  0
 1  0      0 15169448 130760 13540816    0    0     0     0  768  356  7  2 91  0  0
 1  0      0 15156092 130760 13553900    0    0     0     0  733  319  6  2 91  0  0
 1  0      0 15173212 130772 13536652    0    0     0 31072 1392  607 10  3 86  1  0
 1  0      0 15158348 130772 13550028    0    0     0     0  722  310  6  2 91  0  0
 1  0      0 15144992 130772 13563648    0    0     0     0  754  340  6  2 91  0  0
 1  0      0 15130884 130772 13576828    0    0     0     0  757  305  7  2 91  0  0
 2  0      0 15112744 130772 13596080    0    0     0     0  769  331  7  2 91  0  0
 7  0      0 14988280 130772 13729084    0    0     0 31004 2221  610 33  7 60  1  0
 1  5      0 14761288 130776 13947728    0    0     0 232892 5342 1938 36  8 48  8  1
 2  0      0 15084120 130808 13627200    0    0     0 121180 3858 1879 11  4 79  6  1
 2  0      0 15024144 130820 13687032    0    0     0 66096 1889  648 12  3 83  1  0
 2  1      0 14946528 130820 13766460    0    0     0 65916 1992  581 14  4 81  1  0
 2  0      0 14929920 130844 13781208    0    0     0 31048 1686  695 15  4 81  0  0
 2  0      0 15121252 130860 13589156    0    0     0 87660 2349  945 12  4 83  1  0
 2  0      0 15058624 130860 13652588    0    0     0     0 1063  328 13  4 83  0  0
 2  0      0 15000664 130860 13710836    0    0     0 66040 2030  791 13  3 83  1  0
 2  0      0 15071948 130860 13635084    0    0     0 51872 1765  655 11  4 84  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 15117044 130880 13588756    0    0     0 31044 1233  454  6  3 90  0  0
 1  0      0 15103436 130880 13602236    0    0     0    20  742  282  6  2 91  0  0
 1  0      0 15090080 130880 13615604    0    0     0     0  727  274  7  2 91  0  0
 1  0      0 15076976 130880 13628780    0    0     0     0  756  326  7  2 91  0  0
 1  0      0 15094096 130896 13611404    0    0     0 31020 1408  588 10  3 87  1  0
 1  0      0 15079988 130896 13625052    0    0     0     0  803  302  6  2 91  0  0
 1  0      0 15066632 130896 13638332    0    0     0     0  721  288  7  2 91  0  0
 1  0      0 15053528 130896 13651456    0    0     0     0  792  323  6  2 91  0  0
 2  0      0 15039920 130896 13665296    0    0     0     0  800  357  7  2 91  0  0
 7  0      0 14943920 130900 13771720    0    0     0 31008 2113  624 30  6 63  1  0
 6  0      0 14687460 130904 14018668    0    0     0 197956 4779 1519 41  8 46  5  1
 2  0      0 15010832 130936 13699276    0    0     0 160064 5059 2515 12  4 75  9  1
 2  0      0 14950100 130944 13759660    0    0     0 66100 1976  639 12  4 83  1  0
 2  1      0 14878532 130944 13831328    0    0     0 32548 1395  465 13  5 82  1  0
 2  0      0 14866688 130944 13851156    0    0     0 64436 2221  848 15  5 79  1  0
 2  0      0 15054372 130952 13664652    0    0     0 83420 2440  919 11  4 83  1  0
 2  0      0 14986836 130952 13730772    0    0     0     0 1006  314 14  3 83  0  0
 2  0      0 14929128 130960 13789268    0    0     0 66032 1948  694 12  3 83  1  0
